Title,Rating,Expert Rating,Location,Price Per Night,Distance From City,Facilities,Country
Lek Hotel Pattaya,3 Star Hotel,8.5,Pattaya,"2,500",2 km from City Center,"['Laundry Service', 'Restaurant']",Thailand
Chalong Chalet Resort & Longstay Phuket,4 Star Hotel,8.5,Phuket,"2,500",15 km from City Center,"['Outdoor Pool', 'Laundry Service', 'Room Service', 'Restaurant']",Thailand
Pattaya Bay Resort,4 Star Hotel,8.5,Pattaya,"5,000",1 km from City Center,['Laundry Service'],Thailand
Beachfront Phuket,4 Star Hotel,8.5,Phuket,"10,000",7 km from City Center,"['Outdoor Pool', 'Free Parking', 'Laundry Service']",Thailand
Hotel Royal Princess Larn Luang Bangkok,4 Star Hotel,8.5,Bangkok,"2,500",1 km from City Center,['Outdoor Pool'],Thailand
Grand Mercure Bangkok Asoke Residence,5 Star Hotel,8.5,Bangkok,"7,500",5 km from City Center,"['Free Wi-Fi', 'Free Parking', 'Outdoor Pool', 'Air-Conditioned']",Thailand
Kata Sea Breeze Resort Phuket,3 Star Hotel,8.5,Phuket,"5,000",15 km from City Center,"['Outdoor Pool', 'Laundry Service', 'Room Service', 'Restaurant']",Thailand
Cassia Hotel Phuket,4 Star Hotel,8.5,Phuket,"10,000",3 km from City Center,"['Free Parking', 'Outdoor Pool', 'Laundry Service']",Thailand
Yana Villas Hua Hin,4 Star Hotel,8.5,Hua,"7,500",,"['Free Wi-Fi', 'Free Parking', 'Outdoor Pool', 'Air-Conditioned']",Thailand
101 Holiday Suite Pattaya,4 Star Hotel,8.5,Pattaya,"2,500",11 km from City Center,"['Outdoor Pool', 'Restaurant']",Thailand
Andaman Seaside Resort Phuket,3 Star Hotel,8.5,Phuket,"2,500",7 km from City Center,"['Outdoor Pool', 'Laundry Service', 'Room Service']",Thailand
Siam Bayshore Resort & Spa Pattaya,5 Star Hotel,8.5,Pattaya,"7,500",1 km from City Center,"['Outdoor Pool', 'Air-Conditioned', 'Laundry Service', 'Room Service']",Thailand
Serenity Resort & Residences Phuket,5 Star Hotel,8.5,Phuket,"2,500",16 km from City Center,"['Outdoor Pool', 'Laundry Service', 'Room Service']",Thailand
Ascott Sathorn Hotel Bangkok,5 Star Hotel,8.5,Bangkok,"7,500",4 km from City Center,"['Outdoor Pool', 'Air-Conditioned', 'Laundry Service', 'Fitness Center']",Thailand
Adriatic Palace Hotel Pattaya,5 Star Hotel,8.5,Pattaya,"5,000",2 km from City Center,"['Outdoor Pool', 'Laundry Service', 'Restaurant']",Thailand
Costa Village Pool Villa Hotel Pattaya,3 Star Hotel,8.5,Pattaya,"2,500",1 km from City Center,"['Laundry Service', 'Restaurant']",Thailand
Aonang Villa Resort Krabi,4 Star Hotel,8.5,Krabi,"10,000",11 km from City Center,"['Air-Conditioned', 'Laundry Service', 'Room Service']",Thailand
Rama Gardens Hotel Bangkok,4 Star Hotel,8.5,Bangkok,"5,000",14 km from City Center,"['Outdoor Pool', 'Air-Conditioned', 'Laundry Service', 'Room Service']",Thailand
Eva Beachfront Villa 5 Phuket,5 Star Hotel,8.5,Phuket,"10,000",19 km from City Center,"['Laundry Service', 'Room Service']",Thailand
Montien Hotel Bangkok,4 Star Hotel,8.5,Bangkok,"5,000",3 km from City Center,"['Outdoor Pool', 'Air-Conditioned', 'Laundry Service', 'Room Service']",Thailand
Le Piman Resort Phuket,4 Star Hotel,8.5,Phuket,"5,000",18 km from City Center,['Outdoor Pool'],Thailand
Centara Azure Hotel Pattaya,4 Star Hotel,8.5,Pattaya,"2,500",1 km from City Center,"['Free Wi-Fi', 'Outdoor Pool', 'Laundry Service', 'Room Service']",Thailand
Loy La Long Hotel Bangkok,3 Star Hotel,8.5,Bangkok,"2,500",1 km from City Center,"['Laundry Service', 'Air-Conditioned']",Thailand
Hotel Pullman Phuket Panwa Beach Resort,5 Star Hotel,8.5,Phuket,"10,000",17 km from City Center,"['Free Parking', 'Outdoor Pool', 'Air-Conditioned', 'Laundry Service']",Thailand
Inter Continental Hotel Bangkok,4 Star Hotel,8.5,Bangkok,"10,000",3 km from City Center,"['Outdoor Pool', 'Laundry Service', 'Room Service']",Thailand
Hotel Park Plaza Bangkok Soi 18,4 Star Hotel,8.5,Bangkok,"5,000",5 km from City Center,"['Outdoor Pool', 'Air-Conditioned', 'Laundry Service']",Thailand
Millennium Resort Patong Phuket,5 Star Hotel,8.5,Phuket,"5,000",7 km from City Center,"['Free Parking', 'Outdoor Pool', 'Air-Conditioned', 'Room Service']",Thailand
Centre Point Sukhumvit 10,4 Star Hotel,8.4,Bangkok,"5,000",5 km from City Center,"['Outdoor Pool', 'Air-Conditioned', 'Laundry Service', 'Room Service']",Thailand
Ark Bar Beach Resort Ko Samui,3 Star Hotel,8.4,Ko,"2,500",6 km from City Center,"['Restaurant', 'Outdoor Pool', 'Free Parking']",Thailand
The Lounge Hotel Pattaya,3 Star Hotel,8.4,Pattaya,"2,500",3 km from City Center,"['Air-Conditioned', 'Free Wi-Fi']",Thailand
The Bayview Hotel Pattaya,4 Star Hotel,8.4,Pattaya,"5,000",,"['Outdoor Pool', 'Air-Conditioned', 'Laundry Service']",Thailand
The Crystal Beach Hotel Phuket,3 Star Hotel,8.4,Phuket,"2,500",8 km from City Center,['Free Wi-Fi'],Thailand
The 93 Hotel Bangkok,4 Star Hotel,8.4,Bangkok,"5,000",2 km from City Center,"['Laundry Service', 'Room Service', 'Restaurant']",Thailand
S One Guesthouse Pattaya,3 Star Hotel,8.4,Pattaya,"2,500",1 km from City Center,"['Free Parking', 'Free Wi-Fi']",Thailand
D Hotel Pattaya,3 Star Hotel,8.4,Pattaya,"2,500",1 km from City Center,"['Outdoor Pool', 'Laundry Service', 'Room Service']",Thailand
Hotel Once Bangkok,4 Star Hotel,8.4,Bangkok,"10,000",5 km from City Center,"['Outdoor Pool', 'Air-Conditioned', 'Laundry Service']",Thailand
Florida Hotel Bangkok,3 Star Hotel,8.4,Bangkok,"2,500",2 km from City Center,['Free Wi-Fi'],Thailand
The Yard Hostel Bangkok,2 Star Hotel,8.4,Bangkok,"2,500",4 km from City Center,"['Free Wi-Fi', 'Laundry Service', 'Restaurant']",Thailand
Suphan Lake Hometel Bangkok,3 Star Hotel,8.4,Bangkok,"5,000",23 km from City Center,"['Laundry Service', 'Room Service']",Thailand
V Residence Serviced Apartment Bangkok,4 Star Hotel,8.4,Bangkok,"7,500",6 km from City Center,"['Laundry Service', 'Restaurant']",Thailand
The Classroom Hotel Pattaya,3 Star Hotel,8.4,Pattaya,"2,500",1 km from City Center,"['Free Wi-Fi', 'Air-Conditioned', 'Laundry Service', 'Restaurant']",Thailand
Baron Zotel Hotel Bangkok,4 Star Hotel,8.4,Bangkok,"2,500",14 km from City Center,"['Laundry Service', 'Restaurant']",Thailand
Picnic Hotel Bangkok,4 Star Hotel,8.4,Bangkok,"7,500",3 km from City Center,['Room Service'],Thailand
Chatrium Residence Sathon Bangkok,4 Star Hotel,8.4,Bangkok,"5,000",6 km from City Center,"['Fitness Center', 'Free Wi-Fi']",Thailand
City Lodge Soi 9 Bangkok,3 Star Hotel,8.4,Bangkok,"2,500",4 km from City Center,"['Free Wi-Fi', 'Laundry Service', 'Room Service']",Thailand
A One The Royal Cruise Hotel Pattaya,4 Star Hotel,8.4,Pattaya,"10,000",1 km from City Center,"['Free Wi-Fi', 'Free Parking', 'Laundry Service']",Thailand
Bless Residence Bangkok,4 Star Hotel,8.4,Bangkok,"10,000",6 km from City Center,"['Outdoor Pool', 'Air-Conditioned', 'Restaurant']",Thailand
Lk Metropole Hotel Pattaya,4 Star Hotel,8.4,Pattaya,"5,000",2 km from City Center,"['Outdoor Pool', 'Laundry Service', 'Restaurant']",Thailand
Bless Residence Bangkok,4 Star Hotel,8.4,Bangkok,"10,000",6 km from City Center,"['Outdoor Pool', 'Air-Conditioned', 'Restaurant']",Thailand
House Of Phraya Jasaen Hotel Bangkok,2 Star Hotel,8.4,Bangkok,"2,500",4 km from City Center,"['Air-Conditioned', 'Laundry Service', 'Restaurant']",Thailand
Lk Metropole Hotel Pattaya,4 Star Hotel,8.4,Pattaya,"5,000",2 km from City Center,"['Outdoor Pool', 'Laundry Service', 'Restaurant']",Thailand
Maple Hotel Bangkok,4 Star Hotel,8.4,Bangkok,"2,500",16 km from City Center,"['Outdoor Pool', 'Laundry Service', 'Room Service']",Thailand
Hotel Ikon Phuket,4 Star Hotel,8.4,Phuket,"10,000",13 km from City Center,"['Outdoor Pool', 'Laundry Service', 'Restaurant']",Thailand
A One The Royal Cruise Hotel Pattaya,4 Star Hotel,8.4,Pattaya,"10,000",1 km from City Center,"['Free Wi-Fi', 'Free Parking', 'Laundry Service']",Thailand
White Sand Beach Residence Pattaya,5 Star Hotel,8.4,Pattaya,"5,000",3 km from City Center,"['Outdoor Pool', 'Laundry Service', 'Restaurant']",Thailand
Hotel Mercure Bangkok Makkasan,4 Star Hotel,8.4,Bangkok,"2,500",4 km from City Center,"['Free Parking', 'Air-Conditioned', 'Laundry Service', 'Room Service']",Thailand
Omni Tower Syncate Suites Bangkok,4 Star Hotel,8.4,Bangkok,"2,500",4 km from City Center,"['Outdoor Pool', 'Fitness Center']",Thailand
A One Star Hotel Pattaya,3 Star Hotel,8.4,Pattaya,"5,000",1 km from City Center,"['Outdoor Pool', 'Laundry Service']",Thailand
Layan Villas Phuket,3 Star Hotel,8.4,Phuket,"5,000",8 km from City Center,"['Room Service', 'Laundry Service']",Thailand
Ramada By Wyndham Phuket Patong,4 Star Hotel,8.4,Patong,"5,000",,"['Outdoor Pool', 'Laundry Service', 'Room Service']",Thailand
Best Western Premier Bangtao Resort And Spa Phuket,4 Star Hotel,8.4,Phuket,"10,000",7 km from City Center,"['Outdoor Pool', 'Air-Conditioned', 'Laundry Service', 'Room Service']",Thailand
Hotel The Celadon Bangkok,4 Star Hotel,8.4,Bangkok,"5,000",9 km from City Center,['Outdoor Pool'],Thailand
The Choice Residence Bangkok,3 Star Hotel,8.4,Bangkok,"2,500",9 km from City Center,"['Air-Conditioned', 'Free Wi-Fi', 'Free Parking']",Thailand
Unique Regency Hotel Pattaya,4 Star Hotel,8.4,Pattaya,"7,500",3 km from City Center,"['Outdoor Pool', 'Air-Conditioned', 'Laundry Service']",Thailand
Renaissance Pattaya Resort & Spa,5 Star Hotel,8.4,Pattaya,"7,500",14 km from City Center,"['Free Parking', 'Outdoor Pool', 'Air-Conditioned', 'Laundry Service']",Thailand
Am Samui Palace Ko Samui,3 Star Hotel,8.4,Ko,"2,500",6 km from City Center,"['Outdoor Pool', 'Laundry Service', 'Room Service']",Thailand
2 Home Resort Phuket,2 Star Hotel,8.4,Phuket,"2,500",11 km from City Center,"['Restaurant', 'Laundry Service']",Thailand
Sunwing Kamala Beach Resort Phuket,4 Star Hotel,8.4,Phuket,"7,500",6 km from City Center,"['Outdoor Pool', 'Air-Conditioned', 'Laundry Service', 'Room Service']",Thailand
Hotel Holiday Inn Express Bangkok Siam,4 Star Hotel,8.4,Bangkok,"5,000",1 km from City Center,"['Laundry Service', 'Room Service', 'Restaurant']",Thailand
Mode Sathorn Hotel Bangkok,4 Star Hotel,8.4,Bangkok,"10,000",3 km from City Center,"['Laundry Service', 'Restaurant']",Thailand
The Inn Saladaeng Bangkok,3 Star Hotel,8.4,Bangkok,"2,500",3 km from City Center,['Laundry Service'],Thailand
Sunwing Kamala Beach Resort Phuket,4 Star Hotel,8.4,Phuket,"7,500",6 km from City Center,"['Outdoor Pool', 'Air-Conditioned', 'Laundry Service', 'Room Service']",Thailand
Melati Beach Resort & Spa Koh Samui,5 Star Hotel,8.4,Ko,"10,000",10 km from City Center,"['Outdoor Pool', 'Laundry Service', 'Room Service']",Thailand
Hotel D Varee Jomtien Beach Pattaya,4 Star Hotel,8.3,Pattaya,"2,500",6 km from City Center,"['Outdoor Pool', 'Air-Conditioned', 'Laundry Service', 'Room Service']",Thailand
Cacha Hotel Bangkok,3 Star Hotel,8.3,Bangkok,"2,500",1 km from City Center,"['Laundry Service', 'Room Service', 'Restaurant']",Thailand
Ashford Villas Cosy Beach Pattaya,4 Star Hotel,8.3,Pattaya,"2,500",3 km from City Center,['Outdoor Pool'],Thailand
Hotel Chateau De Sukhumvit Bangkok,3 Star Hotel,8.3,Bangkok,"2,500",11 km from City Center,"['Laundry Service', 'Restaurant']",Thailand
Beyond Resort Karon Phuket,4 Star Hotel,8.3,Phuket,"10,000",13 km from City Center,"['Outdoor Pool', 'Air-Conditioned', 'Laundry Service', 'Room Service']",Thailand
Bizotel Hotel Bangkok,3 Star Hotel,8.3,Bangkok,"2,500",3 km from City Center,"['Laundry Service', 'Room Service', 'Restaurant']",Thailand
Wyndham Sea Pearl Resort Phuket,5 Star Hotel,8.3,Patong,"2,500",,"['Laundry Service', 'Restaurant']",Thailand
Romeo Palace Hotel Pattaya,3 Star Hotel,8.3,Pattaya,"2,500",3 km from City Center,"['Free Wi-Fi', 'Free Parking', 'Outdoor Pool', 'Air-Conditioned']",Thailand
Qiu Hotel Bangkok,4 Star Hotel,8.3,Bangkok,"2,500",10 km from City Center,"['Outdoor Pool', 'Laundry Service', 'Restaurant']",Thailand
Baan Chantra Guest House Bangkok,2 Star Hotel,8.3,Bangkok,"2,500",2 km from City Center,"['Restaurant', 'Laundry Service']",Thailand
Gold Orchid Bangkok Hotel,4 Star Hotel,8.3,Bangkok,"2,500",7 km from City Center,"['Outdoor Pool', 'Laundry Service', 'Room Service']",Thailand
Grand China Hotel Bangkok,4 Star Hotel,8.3,Bangkok,"2,500",1 km from City Center,"['Outdoor Pool', 'Air-Conditioned', 'Laundry Service']",Thailand
Nova Gold Hotel Pattaya,4 Star Hotel,8.3,Pattaya,"2,500",1 km from City Center,"['Free Wi-Fi', 'Free Parking', 'Air-Conditioned', 'Laundry Service']",Thailand
Chateau Dale Boutique Resort Spa Villa Pattaya,3 Star Hotel,8.3,Pattaya,"2,500",3 km from City Center,"['Air-Conditioned', 'Laundry Service']",Thailand
Walking Street Pool Villa Pattaya,3 Star Hotel,8.3,Pattaya,"2,500",4 km from City Center,"['Free Parking', 'Free Wi-Fi', 'Outdoor Pool']",Thailand
Asia Pattaya Hotel,4 Star Hotel,8.3,Pattaya,"2,500",3 km from City Center,"['Outdoor Pool', 'Air-Conditioned', 'Laundry Service', 'Room Service']",Thailand
Thai Palace Resort Phuket,3 Star Hotel,8.3,Phuket,"2,500",20 km from City Center,['Laundry Service'],Thailand
Tenface Hotel Bangkok,4 Star Hotel,8.3,Bangkok,"7,500",4 km from City Center,"['Outdoor Pool', 'Air-Conditioned', 'Laundry Service', 'Room Service']",Thailand
Sea Space Villa Phuket,3 Star Hotel,8.3,Phuket,"2,500",15 km from City Center,"['Outdoor Pool', 'Laundry Service', 'Restaurant']",Thailand
Red Horse Resort Pattaya,2 Star Hotel,8.3,Pattaya,"2,500",4 km from City Center,"['Room Service', 'Restaurant']",Thailand
Welcome World Resort & Spa Pattaya,4 Star Hotel,8.3,Pattaya,"5,000",4 km from City Center,"['Outdoor Pool', 'Laundry Service', 'Room Service']",Thailand
Walking Street Pool Villa Pattaya,3 Star Hotel,8.3,Pattaya,"2,500",4 km from City Center,"['Free Parking', 'Free Wi-Fi', 'Outdoor Pool']",Thailand
Sathorn Grace Serviced Residence Bangkok,4 Star Hotel,8.3,Bangkok,"2,500",3 km from City Center,"['Outdoor Pool', 'Air-Conditioned', 'Laundry Service']",Thailand
Laguna Holiday Club Phuket Resort,4 Star Hotel,8.3,Phuket,"5,000",7 km from City Center,"['Outdoor Pool', 'Air-Conditioned', 'Laundry Service', 'Room Service']",Thailand
La Flora Resort Patong,5 Star Hotel,8.3,Patong,"10,000",,"['Outdoor Pool', 'Laundry Service', 'Room Service']",Thailand
Klub Hotel Bangkok,3 Star Hotel,8.3,Bangkok,"5,000",2 km from City Center,"['Free Wi-Fi', 'Laundry Service', 'Room Service']",Thailand
Eastiny Plaza Hotel Pattaya,5 Star Hotel,8.3,Pattaya,"2,500",,"['Laundry Service', 'Restaurant']",Thailand
Dara Samui Beach Resort Ko Samui,4 Star Hotel,8.3,Ko,"5,000",6 km from City Center,"['Free Wi-Fi', 'Outdoor Pool', 'Air-Conditioned', 'Laundry Service']",Thailand
Chaophya Park Hotel Ratchada Bangkok,4 Star Hotel,8.3,Bangkok,"2,500",8 km from City Center,,Thailand
Best Western Premier Sukhumvit Bangkok,4 Star Hotel,8.3,Bangkok,"5,000",4 km from City Center,"['Outdoor Pool', 'Laundry Service', 'Room Service']",Thailand
Pantip Suites Sathorn Bangkok,4 Star Hotel,8.3,Bangkok,"2,500",4 km from City Center,"['Laundry Service', 'Restaurant']",Thailand
Nora Beach Resort & Spa Ko Samui,4 Star Hotel,8.3,Ko,"5,000",8 km from City Center,"['Outdoor Pool', 'Air-Conditioned', 'Laundry Service']",Thailand
Naithonburi Beach Resort Phuket,4 Star Hotel,8.3,Phuket,"7,500",14 km from City Center,"['Outdoor Pool', 'Laundry Service', 'Restaurant']",Thailand
Miracle Transit Hotel Bangkok,4 Star Hotel,8.3,Samut,"7,500",,['Restaurant'],Thailand
Coconut Village Resort Phuket,3 Star Hotel,8.3,Phuket,"2,500",9 km from City Center,"['Air-Conditioned', 'Laundry Service', 'Room Service']",Thailand
Amora Beach Resort Phuket,4 Star Hotel,8.3,Phuket,"7,500",7 km from City Center,"['Outdoor Pool', 'Laundry Service', 'Room Service']",Thailand
Bauman Residence Hotel Phuket,4 Star Hotel,8.3,Patong,"2,500",,"['Outdoor Pool', 'Laundry Service', 'Room Service']",Thailand
Maduzi Hotel Bangkok,4 Star Hotel,8.3,Bangkok,"7,500",5 km from City Center,"['Air-Conditioned', 'Laundry Service', 'Restaurant']",Thailand
Mandarin Hotel,4 Star Hotel,8.3,Bangkok,"2,500",2 km from City Center,"['Outdoor Pool', 'Laundry Service', 'Restaurant']",Thailand
Narai Hotel Bangkok,4 Star Hotel,8.3,Bangkok,"2,500",3 km from City Center,"['Outdoor Pool', 'Laundry Service', 'Room Service', 'Restaurant']",Thailand
Kingston Suites Hotel Bangkok,4 Star Hotel,8.3,Bangkok,"2,500",5 km from City Center,"['Air-Conditioned', 'Laundry Service', 'Room Service']",Thailand
Hilton Bangkok Grande Asoke,5 Star Hotel,8.3,Bangkok,"7,500",5 km from City Center,"['Free Parking', 'Outdoor Pool', 'Air-Conditioned', 'Laundry Service']",Thailand
Silom City Hotel Bangkok,3 Star Hotel,8.3,Bangkok,"2,500",3 km from City Center,"['Laundry Service', 'Room Service']",Thailand
Alfresco Hotel Phuket,3 Star Hotel,8.3,Phuket,"2,500",8 km from City Center,"['Outdoor Pool', 'Laundry Service']",Thailand
Secret Cliff Resort Phuket,3 Star Hotel,8.3,Phuket,"2,500",14 km from City Center,"['Laundry Service', 'Restaurant']",Thailand
Bluefin Guesthouse Bangkok,2 Star Hotel,8.3,Bangkok,"2,500",4 km from City Center,"['Laundry Service', 'Room Service']",Thailand
Mayfair Bangkok Marriott Executive Apartments,4 Star Hotel,8.3,Bangkok,"10,000",3 km from City Center,"['Free Parking', 'Outdoor Pool', 'Air-Conditioned', 'Laundry Service']",Thailand
Sunbeam Hotel Pattaya,4 Star Hotel,8.3,Pattaya,"5,000",,,Thailand
Here Hostel Bangkok,2 Star Hotel,8.3,Bangkok,"2,500",2 km from City Center,"['Free Wi-Fi', 'Laundry Service']",Thailand
Hotel Baan Wanglang Riverside Bangkok,4 Star Hotel,8.3,Bangkok,"2,500",3 km from City Center,"['Laundry Service', 'Room Service', 'Restaurant']",Thailand
Baiyoke Sky Hotel Bangkok,4 Star Hotel,8.3,Bangkok,"5,000",3 km from City Center,"['Outdoor Pool', 'Air-Conditioned', 'Laundry Service', 'Room Service']",Thailand
Dang Derm Hotel Bangkok,3 Star Hotel,8.3,Bangkok,"2,500",2 km from City Center,"['Outdoor Pool', 'Laundry Service', 'Room Service']",Thailand
At Mind Exclusive Pattaya,4 Star Hotel,8.3,Pattaya,"2,500",1 km from City Center,"['Free Wi-Fi', 'Room Service']",Thailand
Amari Residences Bangkok,4 Star Hotel,8.3,Bangkok,"5,000",7 km from City Center,"['Free Wi-Fi', 'Free Parking', 'Outdoor Pool', 'Air-Conditioned']",Thailand
Dinar Lodge Hotel Phuket,3 Star Hotel,8.3,Phuket,"2,500",5 km from City Center,,Thailand
Sea Me Spring Tree Hotel Pattaya,3 Star Hotel,8.3,Pattaya,"2,500",,['Laundry Service'],Thailand
Rayaburi Resort Patong,3 Star Hotel,8.3,Patong,"2,500",,"['Outdoor Pool', 'Air-Conditioned', 'Laundry Service', 'Room Service']",Thailand
Suda Palace Hotel Bangkok,3 Star Hotel,8.3,Bangkok,"2,500",6 km from City Center,"['Laundry Service', 'Room Service', 'Restaurant']",Thailand
Yellow Ribbon Hills Executive Mansion Bangkok,3 Star Hotel,8.3,Bangkok,"5,000",4 km from City Center,"['Free Wi-Fi', 'Air-Conditioned', 'Laundry Service', 'Room Service']",Thailand
Asoke Residence Sukhumvit Bangkok,4 Star Hotel,8.3,Bangkok,"2,500",5 km from City Center,"['Outdoor Pool', 'Air-Conditioned', 'Laundry Service', 'Room Service']",Thailand
Phunawa Resort Phuket,4 Star Hotel,8.3,Phuket,"2,500",12 km from City Center,"['Free Parking', 'Outdoor Pool', 'Air-Conditioned', 'Laundry Service']",Thailand
14 Living Hotel Bangkok,3 Star Hotel,8.3,Bangkok,"2,500",9 km from City Center,"['Laundry Service', 'Restaurant']",Thailand
Royal Bombay Suites Pattaya,3 Star Hotel,8.3,Pattaya,"2,500",2 km from City Center,['Laundry Service'],Thailand
Royal Twins Palace Hotel Pattaya,4 Star Hotel,8.3,Pattaya,"2,500",1 km from City Center,"['Laundry Service', 'Restaurant']",Thailand
Anantara Baan Rajprasong Bangkok Serviced Suites,4 Star Hotel,8.3,Bangkok,"10,000",3 km from City Center,"['Outdoor Pool', 'Laundry Service', 'Room Service']",Thailand
Lub D Bangkok Siam Hostel,3 Star Hotel,8.3,Bangkok,"2,500",1 km from City Center,"['Air-Conditioned', 'Restaurant', 'Laundry Service']",Thailand
Green Home Hostel Bangkok,2 Star Hotel,8.3,Bangkok,"2,500",2 km from City Center,"['Free Wi-Fi', 'Laundry Service']",Thailand
Joy Residence Pattaya,2 Star Hotel,8.3,Pattaya,"2,500",3 km from City Center,"['Outdoor Pool', 'Air-Conditioned', 'Laundry Service', 'Room Service']",Thailand
My Dream House Resort Pattaya,3 Star Hotel,8.3,Pattaya,"2,500",6 km from City Center,"['Free Parking', 'Laundry Service', 'Air-Conditioned']",Thailand
Woraburi Phuket Resort & Spa,4 Star Hotel,8.3,Phuket,"5,000",14 km from City Center,"['Air-Conditioned', 'Laundry Service', 'Room Service', 'Restaurant']",Thailand
Tewa Boutique Hotel Bangkok,4 Star Hotel,8.3,Bangkok,"5,000",18 km from City Center,"['Laundry Service', 'Restaurant', 'Air-Conditioned']",Thailand
